index,Name,Provider,Image_url,RTP,Pay_lines,Free_spins,Bonus_game
301,Secret Garden,Rival Gaming,secret-garden-slot-Rival Gaming.jpg,95%,20,Yes,Yes
302,The Osbournes,Microgaming,the-osbournes.jpg,95.8%,20,Yes,Yes
303,Twister,Microgaming,twister-ss.jpg,95.9%,15,Yes,No
304,A Switch in Time,Rival Gaming,a-switch-in-time.jpg,95%,20,Yes,Yes
305,Pandora's Box,NetEnt,pandoras-box-slot-netent.jpg,95.1%,20,Yes,No
306,Jenny Nevada and the Diamond Temple,Rival Gaming,jennydiamond.jpg,96%,20,Yes,Yes
307,Rhyming Reels Old King Cole,Microgaming,rhyming-reels-old-king-cole.jpg,96%,20,Yes,No
308,The Bermuda Mysteries,Microgaming,the-bermuda-mysteries.jpg,95.33%,25,Yes,Yes
309,Xcalibur,Microgaming,xcalibur.jpg,97%,50,Yes,Yes
310,Mayan Princess,Microgaming,mayan-princess-53ce64b370a0f8c0328b456b.jpg,96.45%,20,Yes,No
311,Tigers Eye,Microgaming,tigers-eye-ss.jpg,96.3%,40,Yes,No
312,Paradise Found,Microgaming,paradise-found.jpg,95.7%,20,No,Yes
313,Safari Heat,Playtech,safari-heat-ss.jpg,96.2%,15,Yes,No
314,Football Frenzy,RTG,football-frenzy-ss.jpg,Unknown,50,Yes,Yes
315,Red Mansions,IGT,red-mansions-ss.jpg,,1024,Yes,No
316,A While on the Nile,NextGen,a-while-on-the-nile-ss.jpg,Unknown,50, Yes,Yes
317,Rise of Spartans,Saucify,rise-of-spartans-ss.jpg,,15,Yes,Yes
318,Mystic Wolf,Rival Gaming,mystic-wolf-ss.jpg,94.59%,50,Yes,Yes
319,The Marvellous Mr Green,NetEnt,the-marvellous-mr-green-ss.jpg,Unknown,20,Yes,No
320,Foxin' Wins,NextGen,foxin-wins-nextgen-gaming.jpg,95.6%,25,Yes ,No
321,Riches of Ra,Play'n Go,riches-of-ra-slot-playn-go.jpg,94%,15,Yes,Yes
322,Flux,Thunderkick,flux-slot-thunderkick.jpg,96.2%,15,Yes,Yes
323,Goldilocks And The Wild Bears,Quickspin,goldilocks-and-the-wild-bears.jpg,"97,84%",25,Yes,No
324,Lucky Firecracker,Microgaming,lucky-firecracker-base-game-screenshot.jpg,Unknown,243,Yes,No
325,Pistoleras,Microgaming,pistoleras.jpg,Unknown,25,Yes,Yes
326,Kitty Cabana,Microgaming,itty-abana.jpg,Unknown,25,Yes,Yes
327,Super Flip,Play'n Go,super-flip-slot-playn-go.jpg,96.53%,20,Yes,No
328,Mr Green Moonlight,NetEnt,mr-green-moonlight.jpg,96.7%,20,Yes,No
329,Titans of the Sun: Theia,Microgaming,titans-of-the-sun-theia-slot-microgaming.jpg,96.67%,15,Yes,No
330,Basketball Star,Microgaming,basketball-star-slot-microgaming.jpg,Unknown,243,Yes,No
331,Game of Thrones 15 Lines,Microgaming,game-of-thrones-15-lines-microgaming.jpg,Unknown,15,Yes,Yes
332,Eternal Love,RTG,eternal-love-slot-real-time-gaming.jpg,Unknown,243,Yes,No
333,Hugo,Play'n Go,hugo-slot.jpg,,10,Yes,Yes
334,Moon Princess,Play'n Go,moon-princess-slot-playn-go.jpg,96.5%,27,Yes,Yes
335,Pink Elephants,Thunderkick,pink-elephants-slot-thunderkick.jpg,96.1%,4096,Yes,Yes
336,Finn and the Swirly Spin,NetEnt,finn-and-the-swirly-spin-slot-netent.jpg,,10,Yes,No
337,Hotline,NetEnt,hotline-slot-netent.jpg,96.7%,30,Yes,
338,Lil’ Devil,Big Time Gaming,lil-devil.jpg,96.43%,4096,Yes,No
339,Bars and Stripes,Microgaming,bars-and-stripes.jpg,95.5%,25,No,Yes
340,Bearly Fishing,Microgaming,bearly-fishing.jpg,Unknown,25,Yes,No
341,Big Kahuna,Microgaming,big-kahuna.jpg,96.16%,9,Yes,No
342,Bush Telegraph,Microgaming,bush-telegraph-ss-2.jpg,96.56%,15,Yes,No
343,Cabin Fever,Microgaming,cabin-fever.jpg,96.19%,20,Yes,No
344,Chocolate Factory,Microgaming,chocolate-factory.jpg,Unknown,9,No,No
345,Crusade of Fortune,NetEnt,crusade-of-fortune-slot-netent.jpg,95.9%,20,Yes,Yes
346,Curry in a Hurry,Microgaming,curry-in-a-hurry.jpg,Unknown,25,No,Yes
347,Da Vinci Diamonds,IGT,da-vinci-diamond.jpg,94.94%,20,Yes,No
348,Desert Treasure,Playtech,desert-treasure.jpg,97%,20,Yes,Yes
349,Dino Might,Microgaming,dino-might.jpg,96.42%,25,No,No
350,Dogfather,Microgaming,dogfather.jpg,95.52%,20,Yes,No
351,Dolphin Tale,Microgaming,dolphin-tale.jpg,Unknown,40,Yes,No
352,Glory of Rome,Microgaming,glory-of-rome.jpg,Unknown,20,Yes,Yes
353,Highway Kings,Playtech,highway-kings.jpg,97%,9,No,No
354,Ho Ho Ho,Microgaming,ho-ho-ho-slot-microgaming.jpg,95.88%,15,Yes,No
355,Mark of Medusa,Microgaming,mark-of-medusa.jpg,Unknown,25,Yes,No
356,Prime Property,Microgaming,prime-property.jpg,95.99%,40,Yes,No
357,Reel Strike,Microgaming,reel-strike.jpg,94.96%,15,Yes,No
358,Relic Raiders,NetEnt,relic-raiders-slot-netent.jpg,90%,50,Yes,Yes
359,Santa Paws,Microgaming,santa-paws-slot-microgaming.jpg,Unknown,20,Yes,No
360,Scary Rich 2,Rival Gaming,scary-rich-2.jpg,95%,20,Yes,No
361,Silent Samurai,Playtech,silent-samurai.jpg,95.7%,9,Yes,No
362,Viking's Treasure,NetEnt,viking's-treasure.jpg,95.9%,15,Yes,No
363,Football Legends,Playtech,football-legends.jpg,97%,15,Yes,Yes
364,Football Stars,Playtech,football-stars.jpg,97%,15,Yes,Yes
365,Big Game,Saucify,big-game.jpg,Unknown,30,Yes,No
366,Unicorn Legend,NextGen,unicorn-legend.jpg,95.32%,25,Yes,No
367,Wild Gambler,Ash Gaming,wild-gambler.jpg,96.6%,20,Yes,No
368,Fairies Forest,NextGen,fairies-forest.jpg,95.34%,25,Yes,No
369,Cats and Cash,Play'n Go,cats-and-cash-slot-playn-go-2.jpg,94.12%,15,No,Yes
370,Reel Gems,Microgaming,reel-gems-ss-microgaming.jpg,96.5%,243,Yes,No
371,Desert Treasure 2,Playtech,desert-treasure-2.JPG,96.21%,20,Yes,Yes
372,Hot Gems,Playtech,hot-gems.JPG,96%,25,Yes,No
373,Nuclear Fishin',Rival Gaming,nuclear-fishing.jpg,94%,25,Yes,Yes
374,Dragon Ship,Play'n Go,dragon-ship-slot-playn-go.jpg,94%,15,Yes,Yes
375,The Wizard of Oz Ruby Slippers,WMS,wizard.jpg,96%,30,Yes,Yes
376,The Forgotten Land of Lemuria,Microgaming,lemuria.jpg,Unknown,243,No,Yes
377,Football Fans,Playtech,football-fans-ss.jpg,97%,20,Yes,Yes
378,Mugshot Madness,Microgaming,mugshot-madness-2-53ce689f70a0f849378b456f.jpg,96.5%,20,Yes,No
379,Bridezilla,Microgaming,bridezilla-ss-2.jpg,95.98%,243,Yes,No
380,Under the Bed,Betsoft,under-the-bed.jpg,95.5%,30,Yes,Yes
381,King Tiger,Microgaming,king-tiger-ss.jpg,95.05%,20,Yes,No
382,Jungle Wild,WMS,junglewild.jpg,92.1%,25,Yes,No
383,Rhyming Reels Jack & Jill,Microgaming,rhyming-reels-jack-jill-ss.jpg,96.41%,20,Yes,No
384,Royal Feast,Microgaming,royal-feast-ss.jpg,Unknown,15,Yes,No
385,Golden Goddess,IGT,golden-goddess-ss.jpg,,40,Yes,No
386,Wild Birthday Blast,2by2 Gaming,wild-birthday-blast-ss.jpg,,30,Yes,Yes
387,Extra Cash,NextGen,extra-cash-slot-nextgen.jpg,Unknown,50,Yes,No
388,Blazin' Buffalo,Rival Gaming,blazin-buffalo-ss.jpg,,50,Yes,Yes
389,Jokerizer,Yggdrasil,jokerizer-slot-yggdrasil.jpg,98%,10,No,Yes
390,Emperors Garden,Microgaming,emperors-garden-ss.jpg,,25,Yes,No
391,Magic Mushrooms,Yggdrasil,magic-mushrooms-slot-yggdrasil.jpg,96.4%,40,Yes,No
392,Drone Wars,Microgaming,1d2c051d1d6ceb97e2613b6337c30d94da.jpg,95.99%,25,Yes,Yes
393,Fire Hawk,Microgaming,fire-hawk-2-53d2556870a0f840468b456c.jpg,,20,Yes,No
394,The Sopranos,Playtech,the-sopranos-ss.jpg,94%,25,Yes,Yes
395,Dr Jekyll and Mr Hyde,Betsoft,dr-jekyll-and-mr-hyde-slot-betsoft.jpg,,30,Yes,Yes
396,Bangkok Nights,NextGen,bangkok-nights-2.jpg,95.12%,20,Yes,Yes
397,Dynasty,Microgaming,dynasty.jpg,95.29%,20,Yes,No
398,The Legend of Olympus,Rabcat,the-legend-of-olympus.jpg,95.47%,20,Yes,No
399,Battle of the Gods,Playtech,battle-of-gods-ss.jpg,,25,Yes,Yes
400,Amazon Queen,WMS,amazon-queen-ss.jpg,95.94%,20,No,No
401,Loch Ness Loot,RTG,loch-ness-loot.jpg,Unknown,25,Yes,No
402,Polar Explorer,RTG,polar-explorer.jpg,,25,Yes,Yes
403,Dream Run,RTG,dream-run.jpg,Unknown,25,Yes,Yes
404,Spartacus Gladiator Of Rome,WMS,spartacus-gladiator-of-rome-slot-wms-williams-interactive.jpg,95.94%,100,Yes,No
405,Pearl Lagoon,Play'n Go,pearl-lagoon-slot-playn-go.jpg,97%,20,Yes,No
406,Ninja Fruits,Play'n Go,ninja-fruits-slot-playn-go.jpg,97%,15,Yes,Yes
407,White King,Playtech,white-king-slot-playtech.jpg,Unknown,40,Yes,No
408,Titan Storm,NextGen,titan-storm.jpg,Unknown,243,Yes, No
409,Viking Vanguard,SkillOnNet,viking-vanguard-slot-skillonnet.jpg,95.9%,60,Yes,No
410,Orbital Mining,Pragmatic Play,orbital-mining.jpg,Unknown,25,Yes,No
411,Forsaken Kingdom,Rabcat,forsaken-kingdom.jpg,Unknown,20,Yes,Yes
412,Vikings Quest,Microgaming,viking-quest-slot-microgaming.jpg,Unknown,40,Yes,Yes
413,Doctor Love on Vacation,Microgaming,doctor-love-on-vacation-2.jpg,95.425%,25,Yes,No
414,Psycho,NextGen,psycho-slot-nextgen.jpg,95.60%,25,Yes,No
415,Treasure Island,Quickspin,treasure-island-slot-quickspin.jpg,97.07%,40,Yes,Yes
416,Royal Masquerade,Play'n Go,royal-masquerade-slot-playn-go.jpg,,10,Yes,
417,An Evening with Holly Madison,NextGen,an-vening-with-olly-adison.jpg,95.08%,,No,No
418,Illuminous,Quickspin,illuminous-slot-quickspin.jpg,96.50%,20,Yes,No
419,Lucky Zodiac,Microgaming,lucky-zodiac-2.jpg,Unknown,20,Yes,No
420,Eye of The Kraken,Play'n Go,eye-of-the-kraken-slot-playn-go.jpg,96.41%,50,Yes,No
421,Lord of the Ocean,Novomatic,lord-of-the-ocean.jpg,95.10%,10,Yes,No
422,Lucky Lady's Charm Deluxe,Novomatic,lucky-ladys-charm-2.jpg,95.13%,10,Yes,No
423,Flowers Christmas Edition,NetEnt,flowers-christmas-edition-slot-netent.jpg,96.3%,30,Yes,No
424,Happy Holidays,Microgaming,happy-holidays-slot-microgaming.jpg,Unknown,243,Yes,No
425,Bikini Party,Microgaming,bikini-party-slot-microgaming.jpg,Unknown,243,Yes,No
426,Cloud Quest,Play'n Go,cloud-quest-slot-playn-go.jpg,Unknown,,Yes,Yes
427,Bollywood Story,NetEnt,bollywood.jpg,96.1%,9,Yes,No
428,Queen of Riches,Big Time Gaming,queen-of-riches-slot-big-time-gaming.jpg,96.9%,117649,No,No
429,Karaoke Party,Microgaming,karaoke-party-slot-microgaming.jpg,,9,Yes,No
430,Lost Vegas,Microgaming,lost-vegas-slot.jpg,,243,Yes,No
431,Cleopatra Plus,IGT,cleopatra-plus.jpg,,40,Yes,Yes
432,Vikings Go Berzerk,Yggdrasil,vikings-go-berzerk-yggdrasil.jpg,96.1%,25,Yes,No
433,Peking Luck,Pragmatic Play,peking-luck-slot-pragmaticplay.jpg,96.5%,25,Yes,No
434,Rise of Olympus,Play'n Go,rise-of-olympus-slot-playngo-2.jpg,,20,Yes,No
435,Rise of Merlin,Play'n Go,rise-of-merlin.jpg,96%,10,Yes,No
436,Legacy of Dead,Play'n Go,legacy-of-dead-slot-playngo-1-2.jpg,96.58%,10,Yes,No
437,Piggy Riches Megaways,Red Tiger,piggy-riches-megaways-slot-red-tiger-gaming.jpg,95.7%,117649,Yes,No
438,Elvis Frog in Vegas,BGAMING,elvis-frog-in-vegas-slot-bgaming.jpg,94%,25,Yes,Yes
439,Alien Hunter,Playtech,alien-hunter.jpg,96%,25,No,Yes
440,Bomber Girls,Microgaming,bomber-girls.jpg,Unknown,20,Yes,Yes
441,Carnaval,Microgaming,carnaval-slot-microgaming.jpg,96.94%,9,No,No
442,Chain Mail,Microgaming,chain-mail-2.jpg,Unknown,20,No,Yes
443,Champion of the Track,NetEnt,champion-of-the-track-slot-netent.jpg,96.5%,30,Yes,Yes
444,Chinese Kitchen,Playtech,chinese-kitchen.jpg,97%,8,No,No
445,Cool Bananas,888 Gaming,888-gaming.jpg,96%,25,Yes,No
446,Crazy Chameleons,Microgaming,crazy-chameleons.jpg,96.07%,5,No,No
447,Dr Lovemore,Playtech,dr-lovemore-slot-playtech.jpg,97%,20,Yes,Yes
448,Elementals,Microgaming,elementals.jpg,96.15%,20,Yes,No
449,Franken Cash,Microgaming,franken-cash.jpg,Unknown,20,Yes,No
450,Gift Rap,Microgaming,gift-rap.jpg,96.62%,25,Yes,No
451,Gladiator,Microgaming,gladiator.jpg,96.5%,50,Yes,No
452,Good To Go,Microgaming,good-to-go-microgaming.jpg,96.08%,9,Yes,No
453,Gopher Gold,Microgaming,gopher-gold.jpg,96.3%,5,No,No
454,Gypsy Queen,Microgaming,gypsy-queen.jpg,Unknown,20,Yes,No
455,Lotto Madness,Playtech,lotto-madness-2.jpg,97%,20,Yes,No
456,Magic Spell,Microgaming,magic-spell.jpg,Unknown,25,No,Yes
457,Metal Detector,Rival Gaming,metal-detector.jpg,96%,15,No,Yes
458,Muchos Grande,Microgaming,muchos-grande.jpg,Unknown,15,No,Yes
459,Pollen Nation,Microgaming,pollen-nation.jpg,96.62%,25,No,Yes
460,Tales of Krakow,NetEnt,tales-of-krakow-slot-netent.jpg,93.3%,30,Yes,Yes
461,Tally Ho,Microgaming,tally-ho-ss.jpg,95.87%,9,Yes,No
462,The Grand Circus,Microgaming,the-grand-circus.jpg,Unknown,20,Yes,Yes
463,The Nutty Squirrel,Microgaming,nutty-squirrel-ss.jpg,Unknown,20,Yes,No
464,Wasabi-San,Microgaming,wasabi-san-53c7dff370a0f861298b456e.jpg,96.56%,15,Yes,Yes
465,Western Wildness,Rival Gaming,western-wildness.jpg,97%,20,Yes,Yes
466,What On Earth,Microgaming,what-on-earth.jpg,95.98%,9,No,Yes
467,Queen of the Jungle,Microgaming,queen-of-the-jungle-microgaming-slot.jpg,Unknown,9,Yes,Yes
468,Beach Babes,Microgaming,beach-babes.jpg,Unknown,25,Yes, No
469,All Aboard,Rival Gaming,all-aboard-Rival Gaming.jpg,95%,20,Yes,Yes
470,Cleopatra II,IGT,cleopatra-ii.JPG,95.13%,20,Yes,No
471,The Super Eighties,NetEnt,the-super-eighties-53c3c10c70a0f8ad118b4570.jpg,96.5%,40,Yes,No
472,Hot City,NetEnt,hot-city.jpg,96.1%,25,Yes,Yes
473,Beat The Bank,NextGen,beat-the-bank.jpg,95%,20,Yes,Yes
474,Rock Star,Betsoft,rock-star-slot-betsoft.jpg,94.5%,30,No,Yes
475,Moonlight Mystery,Rival Gaming,moonlight-mystery.jpg,94%,15,Yes,Yes
476,Heavyweight Gold,Rival Gaming,heavyweight-gold-slot-machine-game.jpg,96%,20,Yes,Yes
477,Fixer Upper,Rival Gaming,fixer-upper.jpg,95%,20,Yes,Yes
478,Spy Game,Rival Gaming,spy-game.jpg,96%,15,Yes,Yes
479,Potion Commotion,NextGen,potion-commotion-ss.jpg,95.5%,20,Yes,No
480,ArRival Gaming,Betsoft,arRival Gaming-slot-betsoft.jpg,92.3%,30,Yes,Yes
481,Reel King,Novomatic,reelking.jpg,94%,20,No,Yes
482,Monkey Love,Amaya,monkeylove.jpg,94.5%,20,Yes,No
483,Age of Spartans,Genii,age-of-spartans.jpg,Unknown,9,Yes,No
484,Superman,Cryptologic,superman.jpg,95.5%,50,Yes,Yes
485,Rhyming Reels Hearts & Tarts,Microgaming,hearts-tarts.jpg,96.1%,30,Yes,No
486,Firehawk,NextGen,firehawk.jpg,95%,20,Yes,No
487,Cleopatra Treasure,GamesOS,cleopatra-treasure-slot-gameos.jpg,96%,20,Yes,Yes
488,Mamma Mia,Betsoft,mamma-mia-slot-betsoft.jpg,95%,30,Yes, Yes
489,Sherwood Forest Fortunes,Rival Gaming,sherwood-forest-fortunes.jpg,97%,20,Yes,Yes
490,Spartan Warrior,Rival Gaming,spartan-warrior.jpg,94%,15,Yes,Yes
491,Pixies of the Forest,IGT,pixies-of-the-forest.jpg,94%,99,Yes,No
492,Wild Safari,Rival Gaming,wild-safari.jpg,97%,25,Yes,Yes
493,Alaxe in Zombieland,Microgaming,alaxe-in-zombieland.jpg,96.55%,25,Yes,Yes
494,Big Kahuna Snakes and Ladders,Microgaming,big-kahua-snakes-ladders-53c7dbd570a0f896248b4570.jpg,95.53%,15,Yes,Yes
495,Kitty Glitter,IGT,kitty-glitter-ss.jpg,94.9%,30,Yes,Yes
496,Moonshiner's Moolah,Rival Gaming,mooshiners.jpg,94%,20,No,Yes
497,Tiger vs Bear,Microgaming,tiger-vs-bear.jpg, 96.3%,25,Yes,Yes
498,Wild Games,Playtech,wild-games-ss.jpg,95%,25,Yes,Yes
499,Goddess of Life,Playtech,goddess-of-life-ss.jpg,95.6%,20,Yes,Yes
500,Tiger Moon,Microgaming,tiger-moon-ss.jpg,96.10%,243,Yes,Yes
501,Leprechaun Goes Egypt,Play'n Go,leprechaun-goes-egypt-slot-playn-go-2.jpg,97%,20,Yes,Yes
502,Kiss,WMS,kiss-slot-wms-williams-interactive.jpg,95.94%,100,Yes,Yes
503,The Wizard of Oz,WMS,the-wizard-of-oz-slot-wms.jpg,95.99%,30,Yes,Yes
504,Royal Cash,iSoftBet,royal-cash-slot-isoftbet.jpg,Unknown,50,Yes,No
505,Golden Rome,Multicommerce Game Studio,golden-rome-ss.jpg,95.5%,40,Yes,No
506,Orc vs Elf,RTG,orc-vs-elf-rtg-ss.jpg,95%,25,Yes,Yes
507,Dance of the Masai,Microgaming,dance-of-the-masai-ss.jpg,Unknown,25,Yes,No
508,Dolphin Coast,Microgaming,dolphin-coast-ss-microgaming.jpg,Unknown,3125,Yes,No
509,Jewels of the Orient,Microgaming,jewels-of-the-orient-53ce5b0170a0f8eb328b456c.jpg,96%,9,Yes,No
510,Love Potion,Microgaming,love-potion-ss.jpg,Unknown,9,Yes,Yes
511,Mad Dash,Microgaming,mad-dash-ss.jpg,Unknown,20,Yes,No
512,The Great Galaxy Grab,Microgaming,the-great-galaxy-grab-ss.jpg,96%,25,Yes,Yes
513,Your Lucky Day,Microgaming,your-lucky-day-ss.jpg,Unknown,20,Yes,Yes
514,Angel or Devil (Innocence or Temptation),Playtech,angelordevil-ss.jpg,Unknown,20,Yes,Yes
515,Call Of The Colosseum,Microgaming,call-of-the-colosseum-ss.jpg,95.26%,25,Yes,No
516,Cherry Blossoms,WGS Technology (Vegas Technology),cherry-blossoms-slot-wgs.jpg,95.37%,20,Yes,No
517,Lunaris,WMS,lunaris-ss.jpg,,100,Yes,No
518,Winterberries,Yggdrasil,winterberries-slot-yggdrasil.jpg,Unknown,25,Yes,No
519,Great Reef,Pragmatic Play,great-reef-ss1.jpg,,25,Yes,No
520,House of Dragons,Microgaming,house-of-dragons-53d8c42070a0f85d578b4570.jpg,Unknown,20,No,Yes
521,Love Bugs,Microgaming,love-bugs-slot-microgaming.jpg,95.33%,20,Yes,Yes
522,Billyonaire,Amatic Industries,billyonaire-2.jpg,Unknown,40,Yes,Yes
523,Money Mad Monkey,Microgaming,money-mad-monkey-53db9add70a0f816518b4578.jpg,96.54%,20,Yes,Yes
524,Scary Friends,Rabcat,empty-slot.jpg,95.47%,25,Yes,Yes
525,Western Frontier,Microgaming,western-frontier-53dfa8e770a0f8f1078b4567.jpg,96.75%,15,Yes,No
526,Castle Builder,Rabcat,castle-builder.jpg,96.47%,15,No,No
527,Enchanted Mermaid,Microgaming,enchanted-mermaid.jpg,95.2%,25,Yes,No
528,Hit 2 Split,NetEnt,hit-2-split-ss.jpg,96.3%,30,Yes,No
529,Gold,Microgaming,gold.jpg,96%,20,Yes,No
530,La Cucaracha,Microgaming,la-cucaracha.jpg,95.33%,25,Yes ,No
531,Garden Party,IGT,garden-party.jpg,96.03%,1024,Yes,No
532,Super Safari,NextGen,super-safari-ss.jpg,,25,Yes,Yes
533,Top Trumps World Football Stars 2014,Playtech,top-trumps-world-football-stars-2014-ss.jpg,,15,Yes,Yes
534,Cat Queen,Playtech,cat-queen-slot-playtech.jpg,,40,Yes,No
535,Easy Slider,NextGen,easy-slider-540dbdcb70a0f8a57d8b456f.jpg,Unknown,25,Yes,No
536,Genie Wild,Microgaming,7c27e2d2afb760511f0dad51ad9fedd7b1.jpg,95.35%,25,Yes,No
537,Pizza Prize,NextGen,pizza-prize-ss.jpg,Unknown,25,Yes,No
538,Vintage Vegas,Rival Gaming,vintage-vegas-ss.jpg,,50,Yes,Yes
539,Timber Jack,Microgaming,timber-jack.jpg,Unknown,30,Yes,No
540,Today's Weather,Genesis,today-s-weather.jpg,Unknown,25,Yes,Yes
541,Lady of Fortune,Play'n Go,lady-of-fortune-slot-playn-go.jpg,96%,15,No,Yes
542,Royal Frog,Quickspin,royal-frog-slot-quickspin.jpg,Unknown,40,Yes,No
543,Gold Trophy 2,Play'n Go,golden-trophy-2-slot-playn-go.jpg,97%,20,Yes,No
544,Alice Adventure,iSoftBet,alice-adventure-ss.jpg,,30,Yes,No
545,Pyrons,Yggdrasil,pyrons-slot-yggdrasil.jpg,96.1%,20,No,No
546,Voodoo Magic,RTG,voodoo-magic-slot.jpg,Unknown,13,Yes,No
547,Sea Of Tranquility,WMS,sea-of-tranquility.jpg,95.85%,30,Yes,Yes
548,Nauticus,Microgaming,nauticus-quickfire-ss.jpg,92.6%,20,Yes,Yes
549,Red Dragon Wild,iSoftBet,red-dragon-wild.jpg,96.8%,30,Yes,Yes
550,Cazino Zeppelin,Yggdrasil,cazino-zeppelin-slot-yggdrasil.jpg,96%,20,Yes,No
551,Draglings,Yggdrasil,draglings.jpg,96.4%,40,Yes,No
552,Rome & Glory,Playtech,rome-and-glory-ss.jpg,94.36%,20,Yes,No
553,Penguin Splash,Rabcat,penguin-splash-2.jpg,95.96%,25,Yes ,No
554,Wild West,NextGen,wild-west.jpg,95.87%,10,Yes,No
555,Vegas Party,NetEnt,vegas-party-netent.jpg,96.6%,243,No,No
556,Bruce Lee,WMS,bruce-lee.jpg,96.05%,60,No,No
557,The Codfather,NextGen,the-codfather-2-ss.jpg,Unknown,20,Yes,Yes
558,Pinocchio,Betsoft,pinocchio-slot-2.jpg,Unknown,15,Yes,Yes
559,Easter Eggs,Play'n Go,easter-eggs-slot-playn-go.jpg,96.75%,20,Yes,Yes
560,Rage To Riches,Play'n Go,rage-to-riches-slot-playn-go.jpg,97.12%,20,Yes,Yes
561,Golden Legend,Play'n Go,golden-legend-slot-2.jpg,96.50%,50,Yes,Yes
562,Kronos,WMS,kronos.jpg,95.94%,20,Yes,No
563,Ramses Book,Gamomat,ramses-book1000x698.jpg,Unknown,10,Yes,No
564,Arising Phoenix,Amatic Industries,arising-hoenix.jpg,Unknown,50,Yes,No
565,Hound Hotel,Microgaming,ound-otel.jpg,Unknown,25,Yes,Yes
566,Caça-níquel Book of Aztec,Amatic Industries,book-of-aztec-slot-amatic-industries.jpg,Unknown,10,Yes,No
567,Machu Picchu,Microgaming,achu-icchu.jpg,Unknown,20,Yes,Yes
568,Dragon's Treasure,Merkur,dragons-treasure.jpg,95.56%,5,Yes,No
569,Wild North,Play'n Go,wild-north-slot-playn-go.jpg,Unknown,40,Yes,Yes
570,Titans of the Sun: Hyperion,Microgaming,titans-of-the-sun-hyperion-slot-microgaming.jpg,Unknown,15,Yes,No
571,Bubble Bubble,RTG,bubble-bubble-2.jpg,Unknown,50,Yes,Yes
572,Samba Carnival,Play'n Go,samba-carnival-slot-playn-go.jpg,Unknown,15,Yes,No
573,SunTide,Microgaming,suntide-slot-microgaming.jpg,Unknown,9,Yes,No
574,108 Heroes,Microgaming,108-heroes-slot-microgaming.jpg,Unknown,15,Yes,Yes
575,Sails of Gold,Play'n Go,sails-of-gold-slot-playn-go.jpg,96.25%,10,Yes,No
576,Golden Caravan,Play'n Go,golden-caravan-slot-playn-go.jpg,96.19%,10,Yes,No
577,Pretty Kitty,Microgaming,pretty-kitty-slot-microgaming.jpg,Unknown,243,Yes,No
578,Spinions Beach Party,Quickspin,spinions-beach-party-slot-quickspin-2.jpg,96.05%,25,Yes,No
579,Reel Spinner,Microgaming,reel-spinner-2.jpg,,15,Yes,
580,Gold Lab,Quickspin,gold-lab-slot-quickspin.jpg,,25,Yes,
581,Fishin' Frenzy,Merkur,fishin-frenzy.jpg,,10,Yes,No
582,Skulls of Legend,iSoftBet,skulls-of-legend.jpg,,30,Yes,No
583,Paranormal Activity,iSoftBet,paranormal-activity.jpg,,243,Yes,No
584,Scruffy Duck,NetEnt,scruffy-duck-slot-netent.jpg,96.38%,25,Yes,No
585,Matsuri,Play'n Go,matsuri-slot-playn-go.jpg,,25,Yes,Yes
586,Mighty Arthur,Quickspin,mighty-arthur-slot-quickspin-2.jpg,96.94%,20,Yes,No
587,Legacy of Egypt,Play'n Go,legacy-of-egypt-slot-playn-go-2.jpg,,30,Yes,No
588,Wild Heist: At Peacock Manor,Thunderkick,wild-heist-at-peacock-manor-slot-thunderkick.jpg,96.1%,17,Yes,Yes
589,Madame Destiny,Pragmatic Play,madame-destiny-slot-pragmaticplay.jpg,96.5%,10,Yes,No
590,Eastern Emeralds,Quickspin,eastern-emeralds-slot-quickspin.jpg,96.58%,20,Yes,No
591,Jammin' Jars,Push Gaming,jammin-jars.jpg,96.8%,,No,No
592,Ancient Egypt Classic,Pragmatic Play,ancient-egypt-classic-slot-pragmaticplay.jpg,96.47%,10,Yes,No
593,Ticket To The Stars,Quickspin,ticket-to-the-stars-slot-quickspin.jpg,96.52%,243,Yes,No
594,Pirates' Plenty,Red Tiger,pirates-plenty-red-tiger-gaming.jpg,96.12%,20,Yes,No
595,The Dog House,Pragmatic Play,the-dog-house-slot-pragmaticplay.jpg,96.51%,20,Yes,No 
596,The Sword and The Grail,Play'n Go,the-sword-and-the-grail-slot-playngo.jpg,96%,20,Yes,No
597,Riders of the Storm,Thunderkick,riders-of-the-storm-slot-thunderkick.jpg,96.15%,243,Yes,No
598,Reactoonz 2,Play'n Go,reactoonz-2-slot-playngo.jpg,96.2%,Cluster Pays,No,No
599,Fruit Shop Megaways,NetEnt,fruit-shop-megaways-slot-netent.jpg,96.06%,117649,Yes,No
600,Alley Cats,Microgaming,alley-cats.jpg,96.63%,9,Yes,No
601,Big Top,Microgaming,big-top.jpg,96.94%,9,No ,No
602,Bob's Bowling Bonanza,Microgaming,bob's-bowling-bonanza.jpg,Unknown,30,No,Yes
603,Bonus Bears,Playtech,bonus-bears.jpg,95.17%,25,Yes,Yes
604,Boogie Monsters,Microgaming,boogie-monsters.jpg,Unknown,40,Yes,No
605,Cashville,Microgaming,cashville-slot-microgaming.jpg,95.99%,20,Yes,No
606,Celtic Crown,Microgaming,celtic-crown.jpg,Unknown,25,Yes,No
